year,country,country_code,infant_mortality_rate,isRegion
1980,Philippines,PHL,53,
1981,Philippines,PHL,52.4,
1982,Philippines,PHL,51.8,
1983,Philippines,PHL,51.1,
1984,Philippines,PHL,50.2,
1985,Philippines,PHL,49.1,
1986,Philippines,PHL,47.7,
1987,Philippines,PHL,45.9,
1988,Philippines,PHL,44,
1989,Philippines,PHL,42,
1990,Philippines,PHL,39.9,
1991,Philippines,PHL,38,
1992,Philippines,PHL,36.4,
1993,Philippines,PHL,34.9,
1994,Philippines,PHL,33.6,
1995,Philippines,PHL,32.4,
1996,Philippines,PHL,31.4,
1997,Philippines,PHL,30.5,
1998,Philippines,PHL,29.8,
1999,Philippines,PHL,29.2,
2000,Philippines,PHL,28.7,
2001,Philippines,PHL,28.2,
2002,Philippines,PHL,27.8,
2003,Philippines,PHL,27.3,
2004,Philippines,PHL,26.9,
2005,Philippines,PHL,26.4,
2006,Philippines,PHL,26,
2007,Philippines,PHL,25.7,
2008,Philippines,PHL,25.3,
2009,Philippines,PHL,25,
2010,Philippines,PHL,24.8,
2011,Philippines,PHL,24.5,
2012,Philippines,PHL,24.2,
2013,Philippines,PHL,23.9,
2014,Philippines,PHL,23.7,
2015,Philippines,PHL,23.4,
2016,Philippines,PHL,23,
2017,Philippines,PHL,22.6,
2018,Philippines,PHL,22.1,
2019,Philippines,PHL,21.5,
2020,Philippines,PHL,20.9,
1960,Congo Rep.,COG,115.8,
1961,Congo Rep.,COG,111.6,
1962,Congo Rep.,COG,107.8,
1963,Congo Rep.,COG,104.2,
1964,Congo Rep.,COG,101.1,
1965,Congo Rep.,COG,98.1,
1966,Congo Rep.,COG,95.3,
1967,Congo Rep.,COG,92.4,
1968,Congo Rep.,COG,89.8,
1969,Congo Rep.,COG,87.4,
1970,Congo Rep.,COG,85.2,
1971,Congo Rep.,COG,83,
1972,Congo Rep.,COG,81,
1973,Congo Rep.,COG,79.2,
1974,Congo Rep.,COG,77.5,
1975,Congo Rep.,COG,75.9,
1976,Congo Rep.,COG,74.4,
1977,Congo Rep.,COG,72.9,
1978,Congo Rep.,COG,71.4,
1979,Congo Rep.,COG,70,
1980,Congo Rep.,COG,68.5,
1981,Congo Rep.,COG,67.1,
1982,Congo Rep.,COG,65.6,
1983,Congo Rep.,COG,64.2,
1984,Congo Rep.,COG,62.7,
1985,Congo Rep.,COG,61.4,
1986,Congo Rep.,COG,60.3,
1987,Congo Rep.,COG,59.4,
1988,Congo Rep.,COG,59,
1989,Congo Rep.,COG,59,
1990,Congo Rep.,COG,59.6,
1991,Congo Rep.,COG,60.5,
1992,Congo Rep.,COG,61.7,
1993,Congo Rep.,COG,63.4,
1994,Congo Rep.,COG,65.3,
1995,Congo Rep.,COG,67.3,
1996,Congo Rep.,COG,69.3,
1997,Congo Rep.,COG,71.2,
1998,Congo Rep.,COG,72.6,
1999,Congo Rep.,COG,73.1,
2000,Congo Rep.,COG,72.4,
2001,Congo Rep.,COG,70.7,
2002,Congo Rep.,COG,68,
2003,Congo Rep.,COG,64.6,
2004,Congo Rep.,COG,60.7,
2005,Congo Rep.,COG,56.8,
2006,Congo Rep.,COG,53.1,
2007,Congo Rep.,COG,49.8,
2008,Congo Rep.,COG,46.9,
2009,Congo Rep.,COG,44.7,
2010,Congo Rep.,COG,43,
2011,Congo Rep.,COG,41.7,
2012,Congo Rep.,COG,40.7,
2013,Congo Rep.,COG,39.7,
2014,Congo Rep.,COG,38.7,
2015,Congo Rep.,COG,37.6,
2016,Congo Rep.,COG,36.6,
2017,Congo Rep.,COG,35.6,
2018,Congo Rep.,COG,34.7,
2019,Congo Rep.,COG,35.9,
2020,Congo Rep.,COG,33,
1960,Paraguay,PRY,60.7,
1961,Paraguay,PRY,60.2,
1962,Paraguay,PRY,59.9,
1963,Paraguay,PRY,59.5,
1964,Paraguay,PRY,59.3,
1965,Paraguay,PRY,59.1,
1966,Paraguay,PRY,58.9,
1967,Paraguay,PRY,58.7,
1968,Paraguay,PRY,58.4,
1969,Paraguay,PRY,58.1,
1970,Paraguay,PRY,57.8,
1971,Paraguay,PRY,57.4,
1972,Paraguay,PRY,56.8,
1973,Paraguay,PRY,56.2,
1974,Paraguay,PRY,55.6,
1975,Paraguay,PRY,54.8,
1976,Paraguay,PRY,53.9,
1977,Paraguay,PRY,53,
1978,Paraguay,PRY,51.9,
1979,Paraguay,PRY,50.8,
1980,Paraguay,PRY,49.6,
1981,Paraguay,PRY,48.4,
1982,Paraguay,PRY,47,
1983,Paraguay,PRY,45.6,
1984,Paraguay,PRY,44.2,
1985,Paraguay,PRY,42.8,
1986,Paraguay,PRY,41.4,
1987,Paraguay,PRY,40.1,
1988,Paraguay,PRY,38.8,
1989,Paraguay,PRY,37.6,
1990,Paraguay,PRY,36.4,
1991,Paraguay,PRY,35.2,
1992,Paraguay,PRY,34.1,
1993,Paraguay,PRY,33.1,
1994,Paraguay,PRY,32.1,
1995,Paraguay,PRY,31.3,
1996,Paraguay,PRY,30.5,
1997,Paraguay,PRY,29.8,
1998,Paraguay,PRY,29.1,
1999,Paraguay,PRY,28.5,
2000,Paraguay,PRY,27.9,
2001,Paraguay,PRY,27.4,
2002,Paraguay,PRY,26.8,
2003,Paraguay,PRY,26.2,
2004,Paraguay,PRY,25.6,
2005,Paraguay,PRY,25,
2006,Paraguay,PRY,24.5,
2007,Paraguay,PRY,23.9,
2008,Paraguay,PRY,23.2,
2009,Paraguay,PRY,22.6,
2010,Paraguay,PRY,22,
2011,Paraguay,PRY,21.4,
2012,Paraguay,PRY,20.8,
2013,Paraguay,PRY,20.2,
2014,Paraguay,PRY,19.6,
2015,Paraguay,PRY,19,
2016,Paraguay,PRY,18.4,
2017,Paraguay,PRY,17.8,
2018,Paraguay,PRY,17.2,
2019,Paraguay,PRY,16.7,
2020,Paraguay,PRY,16.2,
1972,Saudi Arabia,SAU,109.5,
1973,Saudi Arabia,SAU,103.2,
1974,Saudi Arabia,SAU,97.2,
1975,Saudi Arabia,SAU,91.6,
1976,Saudi Arabia,SAU,86.1,
1977,Saudi Arabia,SAU,81.1,
1978,Saudi Arabia,SAU,76.3,
1979,Saudi Arabia,SAU,71.8,
1980,Saudi Arabia,SAU,67.6,
1981,Saudi Arabia,SAU,63.6,
1982,Saudi Arabia,SAU,59.8,
1983,Saudi Arabia,SAU,56.3,
1984,Saudi Arabia,SAU,52.9,
1985,Saudi Arabia,SAU,49.7,
1986,Saudi Arabia,SAU,46.6,
1987,Saudi Arabia,SAU,43.6,
1988,Saudi Arabia,SAU,40.8,
1989,Saudi Arabia,SAU,38,
1990,Saudi Arabia,SAU,35.5,
1991,Saudi Arabia,SAU,33.1,
1992,Saudi Arabia,SAU,30.9,
1993,Saudi Arabia,SAU,29,
1994,Saudi Arabia,SAU,27.1,
1995,Saudi Arabia,SAU,25.4,
1996,Saudi Arabia,SAU,23.8,
1997,Saudi Arabia,SAU,22.4,
1998,Saudi Arabia,SAU,21.1,
1999,Saudi Arabia,SAU,19.9,
2000,Saudi Arabia,SAU,18.8,
2001,Saudi Arabia,SAU,17.7,
2002,Saudi Arabia,SAU,16.7,
2003,Saudi Arabia,SAU,15.8,
2004,Saudi Arabia,SAU,15,
2005,Saudi Arabia,SAU,14.2,
2006,Saudi Arabia,SAU,13.4,
2007,Saudi Arabia,SAU,12.6,
2008,Saudi Arabia,SAU,11.9,
2009,Saudi Arabia,SAU,11.2,
2010,Saudi Arabia,SAU,10.5,
2011,Saudi Arabia,SAU,9.9,
2012,Saudi Arabia,SAU,9.3,
2013,Saudi Arabia,SAU,8.8,
2014,Saudi Arabia,SAU,8.3,
2015,Saudi Arabia,SAU,7.8,
2016,Saudi Arabia,SAU,7.3,
2017,Saudi Arabia,SAU,6.9,
2018,Saudi Arabia,SAU,6.6,
2019,Saudi Arabia,SAU,6.3,
2020,Saudi Arabia,SAU,6,
1960,Poland,POL,57.8,
1961,Poland,POL,53.3,
1962,Poland,POL,49.8,
1963,Poland,POL,46.6,
1964,Poland,POL,43.4,
1965,Poland,POL,40.4,
1966,Poland,POL,37.8,
1967,Poland,POL,35.8,
1968,Poland,POL,34.3,
1969,Poland,POL,33.2,
1970,Poland,POL,32,
1971,Poland,POL,30.4,
1972,Poland,POL,28.5,
1973,Poland,POL,26.8,
1974,Poland,POL,25.5,
1975,Poland,POL,24.5,
1976,Poland,POL,23.8,
1977,Poland,POL,23.1,
1978,Poland,POL,22.4,
1979,Poland,POL,21.7,
1980,Poland,POL,21,
1981,Poland,POL,20.4,
1982,Poland,POL,19.9,
1983,Poland,POL,19.3,
1984,Poland,POL,18.5,
1985,Poland,POL,17.8,
